season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,count,hour
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.84,81,0,1.2457309396155174,2.6,16,1.0
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.02,80,0,1.5157165665103982,6.4,40,0.966
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.02,80,0,1.379729661461215,5.4,32,0.866
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.84,75,0,1.2457309396155174,2.0,13,0.707
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.84,75,0,0.0,0.2,1,0.5
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,9.84,75,1,0.0,0.2,1,0.259
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.02,80,0,1.148698354997035,0.0,2,0.0
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,8.2,86,0,1.0,0.4,3,-0.259
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.84,75,0,1.0,1.4000000000000001,8,-0.5
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,13.12,76,0,1.5157165665103982,1.2000000000000002,14,-0.707
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,15.58,76,3,1.6437518295172258,4.800000000000001,36,-0.866
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,14.76,81,3,1.9186451916253062,6.0,56,-0.966
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,17.22,77,3,1.961009057454548,11.0,84,-1.0
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,72,3,2.159830011764466,9.4,94,-0.966
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,72,3,2.0361680046403983,14.200000000000001,106,-0.866
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.04,77,3,2.0912791051825463,14.0,110,-0.707
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,17.22,82,3,2.1016324782757847,10.4,93,-0.5
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.04,82,3,1.7187719275874789,10.4,67,-0.259
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,17.22,88,3,1.5518455739153598,5.2,35,-0.0
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,17.22,88,3,1.4309690811052556,6.2,37,0.259
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,16.4,87,3,1.615394266202178,5.0,36,0.5
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,16.4,87,2,1.2457309396155174,6.2,34,0.707
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,16.4,94,2,1.615394266202178,3.4000000000000004,28,0.866
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,88,3,1.7187719275874789,4.800000000000001,39,0.966
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,88,3,1.3195079107728942,2.6,17,1.0
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.04,94,3,1.0,3.2,17,0.966
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,17.22,100,3,1.0,1.6,9,0.866
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,94,2,1.148698354997035,0.8,6,0.707
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,18.86,94,2,1.148698354997035,0.2,3,0.5
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,17.22,77,3,0.0,0.4,2,0.0
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,16.4,76,2,0.0,0.2,1,-0.259
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,16.4,71,2,0.0,1.6,8,-0.5
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,15.58,76,2,1.0,3.8000000000000003,20,-0.707
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,14.76,81,2,1.4757731615945522,9.200000000000001,53,-0.866
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,14.76,71,3,1.7411011265922482,10.8,70,-0.966
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,14.76,66,3,1.8205642030260802,14.600000000000001,93,-1.0
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,14.76,66,1,1.615394266202178,12.8,75,-0.966
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,14.76,76,2,1.3195079107728942,11.0,59,-0.866
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,13.94,81,2,1.8019831273171423,11.0,74,-0.707
116.34326135517499,191.7416548463357,188.50662061024755,118.84633294528521,13.94,71,2,1.5518455739153598,13.4,76,-0.5
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,13.94,57,2,1.4757731615945522,11.600000000000001,65,-0.259
116.34326135517499,191.7416548463357,188.50662061024755,178.95553987297106,14.76,46,4,1.5848931924611136,8.6,53,-0.0
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,13.12,42,5,1.0,5.800000000000001,30,0.259
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,12.3,39,4,1.379729661461215,3.4000000000000004,22,0.5
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,10.66,44,4,1.615394266202178,4.0,31,0.707
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.84,44,3,0.0,1.8,9,0.866
116.34326135517499,191.7416548463357,188.50662061024755,205.23679087875416,9.02,47,2,0.0,1.6,8,0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,44,4,0.0,1.0,5,1.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,8.2,44,5,0.0,0.4,2,0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,47,5,0.0,0.2,1,0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,47,3,0.0,0.6000000000000001,3,0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,50,5,0.0,6.0,30,0.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,50,2,1.0,12.600000000000001,64,-0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,50,3,1.0,30.6,154,-0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,43,5,1.4757731615945522,16.2,88,-0.707
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,7.38,43,3,1.615394266202178,6.6000000000000005,44,-0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,8.2,40,4,1.5848931924611136,8.200000000000001,51,-0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,35,3,1.6702776523348104,9.600000000000001,61,-1.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,35,3,1.5157165665103982,10.600000000000001,61,-0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,10.66,30,3,1.615394266202178,13.200000000000001,77,-0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,10.66,30,3,1.6952182030724354,11.600000000000001,72,-0.707
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,10.66,30,3,1.5518455739153598,13.4,76,-0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,30,2,1.615394266202178,29.200000000000003,157,-0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,32,1,1.5518455739153598,29.6,157,-0.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,8.2,47,0,1.5157165665103982,20.400000000000002,110,0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,8.2,47,1,1.2457309396155174,9.8,52,0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,7.38,64,1,1.2457309396155174,9.8,52,0.707
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,69,1,0.0,4.0,20,0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,7.38,55,1,1.0,2.2,12,0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,55,1,0.0,1.0,5,1.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,59,1,0.0,0.4,2,0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,63,1,0.0,0.2,1,0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,63,1,0.0,0.4,2,0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,4.92,68,1,0.0,0.8,4,0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,4.92,74,1,0.0,7.2,36,0.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,4.92,74,1,1.148698354997035,18.400000000000002,94,-0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,5.74,69,2,1.148698354997035,35.4,179,-0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,6.56,64,2,1.148698354997035,19.6,100,-0.707
116.34326135517499,191.7416548463357,193.01187263896384,178.95553987297106,6.56,69,4,1.379729661461215,7.4,42,-0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,51,3,1.4757731615945522,10.0,57,-0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,51,2,1.6437518295172258,13.200000000000001,78,-1.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,56,2,1.7826024579660034,15.8,97,-0.966
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,10.66,52,2,1.5518455739153598,10.8,63,-0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,11.48,52,3,1.762340347832317,9.600000000000001,65,-0.707
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,12.3,49,3,1.7187719275874789,13.600000000000001,83,-0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,11.48,48,2,1.5848931924611136,40.400000000000006,212,-0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,10.66,48,2,1.2457309396155174,35.800000000000004,182,-0.0
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,48,1,1.148698354997035,22.0,112,0.259
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.84,48,1,1.0,10.600000000000001,54,0.5
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,64,0,0.0,9.600000000000001,48,0.707
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,9.02,64,1,1.0,6.800000000000001,35,0.866
116.34326135517499,191.7416548463357,193.01187263896384,205.23679087875416,8.2,69,1,1.148698354997035,1.8,11,0.966
